showcase,variant,room,idx,text,before_path,after_path,before_relation_score,after_relation_score,relation_total,before_mesh_pairs,after_mesh_pairs,ssim_before_after,before_brightness,before_contrast,before_sharpness_lap_var,before_entropy,before_saturation,after_brightness,delta_brightness,after_contrast,delta_contrast,after_sharpness_lap_var,delta_sharpness_lap_var,after_entropy,delta_entropy,after_saturation,delta_saturation,clip_text_before,clip_text_after,clip_delta
real_mesh_showcase_v3,direct_yfix_mesh,bedroom,145,"Position a gray wardrobe with doors and a drawer to the right of a grey and white nightstand with a magazine. Then, set up a nightstand behind a black single bed with a white sheet.",E:\research_worldmodel\visual\real_mesh_showcase_v3\bedroom_0145_before.png,E:\research_worldmodel\visual\real_mesh_showcase_v3\bedroom_0145_after.png,1,2,2,1,1,0.8349492655235754,39.68174625,47.73529411819531,58.08451362662343,2.829380916391365,79.207965625,35.45653875,-4.225207500000003,44.62597061823696,-3.10932349995835,62.83816180837151,4.753648181748076,2.97156046361865,0.14217954722728487,79.953403125,0.7454374999999942,0.28662109375,0.282958984375,-0.003662109375
real_mesh_showcase_v3,direct_yfix_mesh,livingroom,16,"Set up a grey and white tv stand with drawers behind a black coffee table with a lid. Then, arrange a black coffee table with a lid right of a black corner side table with a round base.",E:\research_worldmodel\visual\real_mesh_showcase_v3\livingroom_0016_before.png,E:\research_worldmodel\visual\real_mesh_showcase_v3\livingroom_0016_after.png,1,2,2,0,0,0.8240270792808355,57.97902625,57.60350760892786,95.57635372824379,2.736780420019817,73.806135,68.087750625,10.108724375000001,59.41219315471204,1.8086855457841793,80.24437233394374,-15.331981394300044,2.4611645472401076,-0.27561587277970956,69.829466875,-3.9766681250000033,0.22705078125,0.1961669921875,-0.0308837890625
real_mesh_showcase_v3,direct_yfix_mesh,diningroom,136,"Position a blue dining table with a wooden top behind a white cabinet with a vase. Then, position a blue dining table with a wooden top behind a white cabinet with a vase.",E:\research_worldmodel\visual\real_mesh_showcase_v3\diningroom_0136_before.png,E:\research_worldmodel\visual\real_mesh_showcase_v3\diningroom_0136_after.png,0,2,2,0,0,0.8485709023430669,59.723901875,54.623429134853595,99.21417490544377,3.3238805717199424,84.570400625,56.32826375,-3.395638125000005,53.35339970808268,-1.2700294267709182,70.32689300897458,-28.88728189646919,3.398452042172033,0.07457147045209034,86.907140625,2.336739999999992,0.288330078125,0.2734375,-0.014892578125
floor_prior_showcase,floor_prior_max1.8_mesh_p2_close0.75_far1.6,bedroom,155,Place a black plastic stool with holes right of a black pendant lamp with a white shade.,E:\research_worldmodel\visual\floor_prior_showcase\bedroom_0155_before.png,E:\research_worldmodel\visual\floor_prior_showcase\bedroom_0155_after.png,0,1,1,0,0,0.9071634475042756,35.79230625,44.488057156457316,93.34337059588714,2.636450856747944,90.09197875,36.15486875,0.3625624999999957,44.73238416595155,0.24432700949423491,94.2636343121871,0.9202637162999565,2.675379047505256,0.03892819075731202,89.78374,-0.308238750000001,0.221435546875,0.224853515625,0.00341796875
floor_prior_showcase,floor_prior_max1.8_mesh_p2_close0.75_far1.6,bedroom,121,Arrange a black and white double bed right of a black pendant lamp with metal rods.,E:\research_worldmodel\visual\floor_prior_showcase\bedroom_0121_before.png,E:\research_worldmodel\visual\floor_prior_showcase\bedroom_0121_after.png,0,1,1,1,0,0.9014413098072159,33.77322625,44.5025684502177,103.28656740156092,3.289440005081814,70.6327425,33.1289725,-0.6442537499999972,43.93733763661886,-0.5652308135988449,112.4990949957751,9.21252759421418,3.2806213289046786,-0.008818676177135387,70.568608125,-0.06413437500000896,0.1708984375,0.1776123046875,0.0067138671875
floor_prior_showcase,floor_prior_max1.8_mesh_p2_close0.75_far1.6,bedroom,115,Add a black wooden wardrobe with doors and shelves to the left of a tv stand.,E:\research_worldmodel\visual\floor_prior_showcase\bedroom_0115_before.png,E:\research_worldmodel\visual\floor_prior_showcase\bedroom_0115_after.png,0,1,1,0,0,0.734062681864176,51.106855625,54.623888386862426,137.48586558063712,4.266941477844251,74.024180625,48.91046625,-2.1963893750000025,53.318188371395465,-1.305700015466961,150.67712732360005,13.191261742962922,4.2644317925125295,-0.0025096853317219114,75.463328125,1.4391475000000042,0.259033203125,0.262939453125,0.00390625
floor_prior_showcase,floor_prior_max1.8_mesh_p2_close0.75_far1.6,bedroom,78,Arrange a black tv stand with a bottle of wine right of a nightstand. Add a double bed in front of a gray nightstand with a handle.,E:\research_worldmodel\visual\floor_prior_showcase\bedroom_0078_before.png,E:\research_worldmodel\visual\floor_prior_showcase\bedroom_0078_after.png,0,1,2,0,0,0.7643661381893415,50.74435375,52.644275139799014,160.51579181466843,3.7053083637059023,75.371444375,49.97946125,-0.764892500000002,52.49820079688207,-0.14607434291694688,146.55702616371093,-13.958765650957503,3.5796490131816032,-0.1256593505242991,75.4462125,0.07476812500000563,0.181884765625,0.1983642578125,0.0164794921875
floor_prior_showcase,floor_prior_max1.8_mesh_p2_close0.75_far1.6,bedroom,59,"Arrange a black double bed with white sheets and pillows behind a nightstand. Next, place a black double bed with white sheets and pillows in front of a wardrobe.",E:\research_worldmodel\visual\floor_prior_showcase\bedroom_0059_before.png,E:\research_worldmodel\visual\floor_prior_showcase\bedroom_0059_after.png,1,2,2,2,0,0.7284591182160026,61.6875825,60.769355993014216,181.133849339609,4.457060869382582,58.67694875,58.78720875,-2.90037375,59.16342083486996,-1.6059351581442556,157.1846349336937,-23.949214405915285,4.087425223777539,-0.3696356456050429,62.4983475,3.82139875,0.2032470703125,0.2098388671875,0.006591796875
floor_prior_showcase,floor_prior_max1.8_mesh_p2_close0.75_far1.6,livingroom,113,Set up a silver flower coffee table runner behind a multi seat sofa. Add a silver pendant lamp with five lamps behind a patterned dining chair.,E:\research_worldmodel\visual\floor_prior_showcase\livingroom_0113_before.png,E:\research_worldmodel\visual\floor_prior_showcase\livingroom_0113_after.png,0,2,2,1,1,0.9869594922025292,66.285395,57.049109422882104,90.73146546148081,2.5062813999087497,70.60317375,66.180805625,-0.1045893749999891,57.04953124216682,0.0004218192847176283,86.13261046148088,-4.598854999999929,2.5080885709012026,0.0018071709924529777,70.698608125,0.09543437500001062,0.209716796875,0.2027587890625,-0.0069580078125
floor_prior_showcase,floor_prior_max1.8_mesh_p2_close0.75_far1.6,livingroom,148,Put a silver and wood corner side table right of a black and gold pendant lamp with six lights. Install a black and gold pendant lamp with six lights right of a metal-based dining table with a wooden top.,E:\research_worldmodel\visual\floor_prior_showcase\livingroom_0148_before.png,E:\research_worldmodel\visual\floor_prior_showcase\livingroom_0148_after.png,0,2,2,7,7,0.9768882666794222,59.8240825,58.69374777634492,129.51393422241205,2.805781881292847,73.6547275,59.547958125,-0.276124375000002,58.75196826505682,0.05822048871189622,141.45631547241203,11.942381249999983,2.8097934403985607,0.0040115591057139355,73.84200375,0.18727624999999648,0.2401123046875,0.23193359375,-0.0081787109375
floor_prior_showcase,floor_prior_max1.8_mesh_p2_close0.75_far1.6,livingroom,180,"Position a pendant lamp in front of a gray loveseat sofa with blue pillows. Then, position a gray loveseat sofa with blue pillows left of a black coffee table with a metal frame.",E:\research_worldmodel\visual\floor_prior_showcase\livingroom_0180_before.png,E:\research_worldmodel\visual\floor_prior_showcase\livingroom_0180_after.png,0,1,2,0,0,0.9649832301266532,41.329234375,50.014084969649474,72.80183435727773,2.955421670977866,84.290506875,41.322468125,-0.006766249999998308,50.02369282333482,0.009607853685345447,71.90787998374374,-0.8939543735339868,2.9674846995847863,0.012063028606920323,84.351561875,0.061054999999996085,0.28955078125,0.289794921875,0.000244140625
floor_prior_showcase,floor_prior_max1.8_mesh_p2_close0.75_far1.6,livingroom,127,"Set up a pendant lamp with hanging bottles to the right of a console table with drawers and doors. Finnally, place a console table to the left of a multi-seat sofa with pillows.",E:\research_worldmodel\visual\floor_prior_showcase\livingroom_0127_before.png,E:\research_worldmodel\visual\floor_prior_showcase\livingroom_0127_after.png,1,2,2,0,0,0.9630184822659397,53.22194375,52.51820449588728,80.27882051485899,2.8317868709845553,78.6610475,51.62282625,-1.5991174999999984,52.47009445829416,-0.04811003759311916,80.53604551485901,0.2572250000000196,2.7091664900077594,-0.12262038097679584,79.8380675,1.1770199999999988,0.2313232421875,0.234130859375,0.0028076171875
floor_prior_showcase,floor_prior_max1.8_mesh_p2_close0.75_far1.6,livingroom,116,"Position an l-shaped couch with a chaise below a black pendant lamp with hanging balls. Additionally, set up a grey concrete coffee table with a metal frame to the left of a pendant lamp.",E:\research_worldmodel\visual\floor_prior_showcase\livingroom_0116_before.png,E:\research_worldmodel\visual\floor_prior_showcase\livingroom_0116_after.png,1,2,2,0,0,0.9922368819294634,65.240634375,57.180907265647406,82.09048990773597,2.8143274335764126,76.017803125,65.592289375,0.35165499999999383,57.18840467193731,0.00749740628990736,68.98042553159337,-13.110064376142603,2.8248312026086184,0.010503769032205845,75.867994375,-0.14980875000000538,0.2724609375,0.26416015625,-0.00830078125
floor_prior_showcase,floor_prior_max1.8_mesh_p2_close0.75_far1.6,diningroom,136,"Position a blue dining table with a wooden top behind a white cabinet with a vase. Then, position a blue dining table with a wooden top behind a white cabinet with a vase.",E:\research_worldmodel\visual\floor_prior_showcase\diningroom_0136_before.png,E:\research_worldmodel\visual\floor_prior_showcase\diningroom_0136_after.png,0,2,2,0,0,0.8842432633732757,59.678814375,54.60457695257144,98.42230551815273,3.3239291130546933,84.5847225,57.952565625,-1.7262487500000034,53.903393695156765,-0.7011832574146766,87.51640425380897,-10.905901264343754,3.3662875845293696,0.04235847147467631,85.60056875,1.0158462499999956,0.28857421875,0.279541015625,-0.009033203125
floor_prior_showcase,floor_prior_max1.8_mesh_p2_close0.75_far1.6,diningroom,39,Arrange a corner side table to the right of a lazy sofa. And put a black corner side table with holes right of a black lazy sofa with a cover.,E:\research_worldmodel\visual\floor_prior_showcase\diningroom_0039_before.png,E:\research_worldmodel\visual\floor_prior_showcase\diningroom_0039_after.png,0,2,2,0,0,0.9940393465738748,66.610121875,55.68327260652563,84.86515554413084,2.5872326223060904,77.069670625,66.580685625,-0.029436250000003383,55.68523005321896,0.0019574466933320878,84.83378804413086,-0.03136749999998756,2.5855149092814145,-0.0017177130246759376,77.06723625,-0.002434375000007094,0.25341796875,0.24951171875,-0.00390625
floor_prior_showcase,floor_prior_max1.8_mesh_p2_close0.75_far1.6,diningroom,82,Arrange a black metal dining chair to the left of a black plastic bookshelf with a strip. Position a black marble dining table with a black base right of a black metal dining chair.,E:\research_worldmodel\visual\floor_prior_showcase\diningroom_0082_before.png,E:\research_worldmodel\visual\floor_prior_showcase\diningroom_0082_after.png,0,2,2,5,4,0.9489457092582577,55.18334,53.02176579193114,109.83821488861096,3.3194481133812355,74.089078125,55.2146575,0.03131750000000011,53.116772583221724,0.09500679129058653,109.18570608799374,-0.6525088006172268,3.30543086378181,-0.014017249599425519,74.1749125,0.08583437500000457,0.2283935546875,0.24853515625,0.0201416015625
floor_prior_showcase,floor_prior_max1.8_mesh_p2_close0.75_far1.6,diningroom,94,"Arrange a grey dining table with a metal base behind a gray dining chair. Finnally, put a grey tv stand with a drawer closely behind a coffee table.",E:\research_worldmodel\visual\floor_prior_showcase\diningroom_0094_before.png,E:\research_worldmodel\visual\floor_prior_showcase\diningroom_0094_after.png,0,2,2,10,10,0.8703210960179318,56.1210075,58.74960578323011,98.1196036875,2.6146429025634585,74.286465625,57.055218125,0.9342106250000057,59.15871785150244,0.4091120682723286,121.86973374437493,23.750130056874923,2.6737716302985914,0.05912872773513289,74.60245,0.3159843749999993,0.2203369140625,0.2349853515625,0.0146484375
floor_prior_showcase,floor_prior_max1.8_mesh_p2_close0.75_far1.6,diningroom,127,Place a black plastic dining table closely to the right of a black dining chair with a black frame. And arrange a wooden ceiling lamp with a metal shelf and a tabletop to the right of a dining table.,E:\research_worldmodel\visual\floor_prior_showcase\diningroom_0127_before.png,E:\research_worldmodel\visual\floor_prior_showcase\diningroom_0127_after.png,1,2,2,0,0,0.9807052642163546,53.111644375,58.97089726007679,62.69845062117152,2.5613309666857065,81.6770425,53.063528125,-0.04811624999999964,58.9030317857437,-0.06786547433308954,62.580523121765246,-0.1179274994062709,2.554394192033361,-0.006936774652345434,81.497151875,-0.17989062499999875,0.25830078125,0.259521484375,0.001220703125
